Artist,title,Acousticness,Tempo,Danceability,Energy,Instrumentalness,Speechiness
The Beatles,Old Brown Shoe,0.042,142.982,0.406282,0.759583,0.747506,0.040167
The Beatles,Wellington To DJ Bob Rogers,0.847457,111.687,0.712972,0.261668,0,0.89203
Black Sabbath,1-05 Evil Woman,0.466082,137.214,0.468261,0.497559,0.833233,0.028389
Black Sabbath,Sphinx,0.623903,89.565,0.145285,0.0134,0.866801,0.045189
Black Sabbath,Evil Woman,0.001024,134.513,0.507165,0.52381,0.006749,0.030608
Black Sabbath,Weevil Woman '71,0.207013,150.442,0.479539,0.591122,0,0.038641
Black Sabbath,Children of the Grave,0.135285,78.394,0.253895,0.977551,0.791741,0.11054
Radiohead,Prove Yourself,0.039834,109.919,0.324917,0.567517,0.009423,0.034944
Radiohead,Lotus Flower,0.008404,132.991,0.789978,0.483689,0.708315,0.046695
Radiohead,014_Track 14,0.478918,80.035,0.251237,0.347252,0.709906,0.041429
Radiohead,Exit Music,0.270622,116.527,0.373659,0.108439,0.024993,0.034308
Radiohead,Killer Cars,0.000154,175.594,0.213103,0.917504,0.609892,0.062815
Radiohead,Thinking About You,0.007587,120.345,0.410017,0.877303,0.016166,0.047623
Radiohead,Sail To The Moon,0.982758,109.644,0.380765,0.024374,0.129163,0.036414
Radiohead,The Daily Mail,0.652081,116.845,0.360001,0.362181,0.000128,0.038544
Radiohead,Give Up the Ghost,0.299747,119.968,0.593799,0.890428,0.858122,0.110026
Led Zeppelin,Black Country Woman,0.655244,127.569,0.759479,0.815059,0.000012,0.05203
Led Zeppelin,Nobody's Fault But Mine,0.000147,92.893,0.186772,0.895655,0.775826,0.074698
Led Zeppelin,No Quarter,0.928428,138.399,0.392734,0.233537,0.95143,0.055756
Led Zeppelin,We're Gonna Groove,0.006717,120.784,0.313568,0.927555,0.223895,0.142658
Led Zeppelin,Immigrant Song,0.002879,119.189,0.282077,0.924764,0.000004,0.1335
